id,source,source_type,title,description,url,date_original,date_normalized,country,sectors,has_description,has_date,quality_score,collected_at,target_audience,experience_required,budget_range,urgency,complexity_level,suggested_profiles
aa7d1ad3207f,ARCOP (ex-ARMP) Sénégal,national,SAVE THE DATE : La Guinée sollicite l’expertise du Sénégal dans sa transition vers l’ARCOP,"Une délégation de onze membres de l’Autorité de régulation des marchés publics de Guinée, de la Direction générale du contrôle des marchés, du Conseil (...)",https://www.achatspublics.sn/,,,Sénégal,"technologie, gouvernance, commerce",oui,non,85,2026-09-03T13:05:24.385Z,Public,Expert,Non spécifié,Normale,2,"expert_tech, consultant_digital, developpeur, it_manager, expert_gouvernance, consultant_public, administrateur, expert_commerce, consultant_export, business_dev, expert_afrique_ouest"
63ecce9d7abd,ARCOP (ex-ARMP) Sénégal,national,SAVE THE DATE : La Guinée sollicite l’expertise du Sénégal dans sa transition vers l’ARCOP,"Une délégation de onze membres de l’Autorité de régulation des marchés publics de Guinée, de la Direction générale du contrôle des marchés, du Conseil (...)",https://arcop.sn/2026/08/31/save-the-date-la-guinee-sollicite-lexpertise-du-senegal-dans-sa-transition-vers-larcop/,,,Sénégal,"technologie, gouvernance, commerce",oui,non,85,2026-09-03T13:05:24.387Z,Public,Expert,Non spécifié,Normale,2,"expert_tech, consultant_digital, developpeur, it_manager, expert_gouvernance, consultant_public, administrateur, expert_commerce, consultant_export, business_dev, expert_afrique_ouest"
a221bf7dd6bd,ARCOP (ex-ARMP) Sénégal,national,"PPP ET FONDS DE PLACEMENT A RISQUE :La transparence, autre condition de l’investissement privé","Au Forum de l’emploi et de l’entrepreneuriat de SeptAfrique Groupe qui s’est tenu récemment à Dakar, le Directeur général de l’ARCOP a établi un (...)",https://arcop.sn/2026/08/24/ppp-et-fonds-de-placement-a-risque-la-transparence-autre-condition-de-linvestissement-prive/,,,Sénégal,technologie,oui,non,85,2026-09-03T13:05:24.388Z,Startup,Confirmé,Non spécifié,Normale,1,"expert_tech, consultant_digital, developpeur, it_manager, expert_afrique_ouest, consultant_pme, accompagnement_startup"
24c5d847e64c,ARCOP (ex-ARMP) Sénégal,national,NOUVEL ORGANIGRAMME DE L’ARCOP : Une architecture pour porter le Renouveau de la commande publique,"En réorganisant ses structures autour du numérique, de la régulation, de la performance, de la professionnalisation, des partenariats public privé (PPP), des achats publics (...)",https://arcop.sn/2026/08/24/nouvel-organigramme-de-larcop-une-architecture-pour-porter-le-renouveau-de-la-commande-publique/,,,Sénégal,"eau, technologie, gouvernance",oui,non,85,2026-09-03T13:05:24.389Z,Public,Confirmé,Non spécifié,Normale,2,"ingenieur_hydraulique, expert_eau, environnement, expert_tech, consultant_digital, developpeur, it_manager, expert_gouvernance, consultant_public, administrateur, expert_afrique_ouest"
377dd22fa723,Banque Mondiale,international,"Contratação para pesquisas de ""OD"" e estudos de demanda (incluindo mobilidade de mulheres e minorias), macro/microssimulações (Foz do Rio Itajaí, BRT e túnel imerso), além de estudos de engenharia e i",Brazil,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00451667,"September 2, 2026",,International,technologie,oui,non,55,2026-09-03T13:06:04.907Z,Tout public,Confirmé,Non spécifié,Normale,1,"expert_tech, consultant_digital, developpeur, it_manager"
597b7ec9effa,Banque Mondiale,international,Design and Supervision of the NPHRL Building,Guyana,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00461136,"September 2, 2026",,International,non classifié,oui,non,45,2026-09-03T13:06:04.908Z,Tout public,Confirmé,Non spécifié,Normale,1,
1b9579d5387a,Banque Mondiale,international,"Common software solution for billing, cashing, meter reading and business intelligence for AKUK and regional water and sewerage utilities",Albania,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00462156,"September 2, 2026",,International,"eau, technologie, commerce, industrie",oui,non,55,2026-09-03T13:06:04.908Z,Tout public,Confirmé,Non spécifié,Normale,2,"ingenieur_hydraulique, expert_eau, environnement, expert_tech, consultant_digital, developpeur, it_manager, expert_commerce, consultant_export, business_dev, ingenieur_industriel, expert_production, qualite"
6200614cac17,Banque Mondiale,international,Annual email marketing platform subscription for the CARMC Project,Ukraine,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00462369,"September 2, 2026",,International,non classifié,oui,non,45,2026-09-03T13:06:04.909Z,Tout public,Confirmé,Non spécifié,Normale,1,
b5706ad4335b,Banque Mondiale,international,Supporting the Introduction and Operationalization of Care Manager Services in Uzbekistan,Uzbekistan,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00463221,"September 2, 2026",,International,non classifié,oui,non,45,2026-09-03T13:06:04.909Z,Tout public,Confirmé,Non spécifié,Normale,1,
d7a1445ff0a8,Banque Mondiale,international,PROCUREMENT AND BRANDING OF IEC MATERIALS,Nigeria,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00463987,"September 2, 2026",,Niger,non classifié,oui,non,55,2026-09-03T13:06:04.910Z,Tout public,Confirmé,Non spécifié,Normale,1,
48531dd41da3,Banque Mondiale,international,Recrutement d’un Consultant International pour la mise en place du dispositif de la Validation des Acquis de l’Expérience (VAE) au Burundi.,Burundi,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00466271,"September 2, 2026",,International,technologie,oui,non,55,2026-09-03T13:06:04.910Z,Tout public,Confirmé,Non spécifié,Normale,2,"expert_tech, consultant_digital, developpeur, it_manager"
7c0c505e8a50,Banque Mondiale,international,22 Employment Counsellors for Public Employment Services Electronic Labour Exchange,Jamaica,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00466303,"September 2, 2026",,International,gouvernance,oui,non,55,2026-09-03T13:06:04.911Z,Public,Confirmé,Non spécifié,Normale,1,"expert_gouvernance, consultant_public, administrateur"
86833fa7274f,Banque Mondiale,international,"Acquisition des kits scolaires aux enfants vulnérables du Préscolaire, du fondamental et du post fondamental des provinces Buhumuza et Butanyerera (2 lots)",Burundi,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00466314,"September 2, 2026",,International,technologie,oui,non,55,2026-09-03T13:06:04.912Z,Tout public,Confirmé,Non spécifié,Normale,1,"expert_tech, consultant_digital, developpeur, it_manager"
18f7999d8e13,Banque Mondiale,international,"Procurement of construction of Solar Powered Pipe Scheme Project in Dokohy and Pyaro Villages in Ab Band District, Ghazni Province",Afghanistan,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00466339,"September 2, 2026",,International,infrastructure,oui,non,55,2026-09-03T13:06:04.912Z,Tout public,Confirmé,Non spécifié,Normale,2,"ingenieur_civil, architecte, expert_infrastructure"
