id,source,source_type,title,description,url,date_original,date_normalized,country,sectors,has_description,has_date,quality_score,collected_at,target_audience,experience_required,budget_range,urgency,complexity_level,suggested_profiles
3ae6ec5b6c7d,DER Sénégal,national,Notre mission,"Notre missionCréée par décret n° 2017-2123 du 15 novembre 2017, la Délégation générale à l’Entreprenariat Rapide des Femmes et des Jeunes (DER/FJ) a pour mission l’impulsion et la promotion de l’entreprenariat des femmes et des jeunes, à travers notamment : La définition et la mise en œuvre de stratégies de promotion de l’auto-emploi de",https://www.der.sn/la-der-fj/,11 août 2026,2026-08-11,Sénégal,technologie,oui,oui,90,2026-08-31T13:09:16.243Z,Tout public,Confirmé,Non spécifié,Expirée,1,"expert_tech, consultant_digital, developpeur, it_manager, expert_afrique_ouest"
ea4702cff10a,DER Sénégal,national,PAVIE: AVIS À MANIFESTATION D’INTÉRÊT,"Juin 9, 2026 | Appels à manifestation d'intérêt, Flash Infos",https://www.der.sn/pavie-avis-a-manifestation-dinteret/,,,Sénégal,non classifié,oui,non,65,2026-08-31T13:09:16.244Z,Tout public,Confirmé,Non spécifié,Normale,1,expert_afrique_ouest
c9b7735506d2,DER Sénégal,national,PAVIE: APPEL À MANIFESTATION D’INTÉRÊT,"Juin 9, 2026 | Appels à manifestation d'intérêt, Flash Infos",https://www.der.sn/pavie-appel-a-manifestation-dinteret-3/,,,Sénégal,non classifié,oui,non,65,2026-08-31T13:09:16.244Z,Tout public,Confirmé,Non spécifié,Normale,1,expert_afrique_ouest
70b620a15e8e,DER Sénégal,national,PAVIE: APPEL À MANIFESTATION D’INTÉRÊT,"Juin 9, 2026 | À la une, Appels à manifestation d'intérêt",https://www.der.sn/pavie-appel-a-manifestation-dinteret-2/,,,Sénégal,non classifié,oui,non,65,2026-08-31T13:09:16.244Z,Tout public,Confirmé,Non spécifié,Normale,1,expert_afrique_ouest
89c0698e31cd,DER Sénégal,national,PAVIE: APPEL À MANIFESTATION D’INTÉRÊT,"Juin 9, 2026 | Appels à manifestation d'intérêt, Flash Infos",https://www.der.sn/pavie-appel-a-manifestation-dinteret/,,,Sénégal,non classifié,oui,non,65,2026-08-31T13:09:16.244Z,Tout public,Confirmé,Non spécifié,Normale,1,expert_afrique_ouest
16057461ece6,DER Sénégal,national,𝐏𝐀𝐀𝐈𝐂𝐄: 𝐀𝐯𝐢𝐬 𝐝’𝐀𝐩𝐩𝐞𝐥 𝐝’𝐎𝐟𝐟𝐫𝐞𝐬,"Juin 23, 2025 | À la une, Appels à manifestation d'intérêt, Flash Infos",https://www.der.sn/%f0%9d%90%8f%f0%9d%90%80%f0%9d%90%80%f0%9d%90%88%f0%9d%90%82%f0%9d%90%84-%f0%9d%90%80%f0%9d%90%af%f0%9d%90%a2%f0%9d%90%ac-%f0%9d%90%9d%f0%9d%90%80%f0%9d%90%a9%f0%9d%90%a9%f0%9d%90%9e/,,,Sénégal,non classifié,oui,non,65,2026-08-31T13:09:16.244Z,Tout public,Confirmé,Non spécifié,Normale,1,expert_afrique_ouest
aa7d1ad3207f,ARCOP (ex-ARMP) Sénégal,national,SAVE THE DATE : La Guinée sollicite l’expertise du Sénégal dans sa transition vers l’ARCOP,"Une délégation de onze membres de l’Autorité de régulation des marchés publics de Guinée, de la Direction générale du contrôle des marchés, du Conseil (...)",https://www.achatspublics.sn/,,,Sénégal,"technologie, gouvernance, commerce",oui,non,85,2026-08-31T13:09:22.589Z,Public,Expert,Non spécifié,Normale,2,"expert_tech, consultant_digital, developpeur, it_manager, expert_gouvernance, consultant_public, administrateur, expert_commerce, consultant_export, business_dev, expert_afrique_ouest"
63ecce9d7abd,ARCOP (ex-ARMP) Sénégal,national,SAVE THE DATE : La Guinée sollicite l’expertise du Sénégal dans sa transition vers l’ARCOP,"Une délégation de onze membres de l’Autorité de régulation des marchés publics de Guinée, de la Direction générale du contrôle des marchés, du Conseil (...)",https://arcop.sn/2026/08/31/save-the-date-la-guinee-sollicite-lexpertise-du-senegal-dans-sa-transition-vers-larcop/,,,Sénégal,"technologie, gouvernance, commerce",oui,non,85,2026-08-31T13:09:22.590Z,Public,Expert,Non spécifié,Normale,2,"expert_tech, consultant_digital, developpeur, it_manager, expert_gouvernance, consultant_public, administrateur, expert_commerce, consultant_export, business_dev, expert_afrique_ouest"
a221bf7dd6bd,ARCOP (ex-ARMP) Sénégal,national,"PPP ET FONDS DE PLACEMENT A RISQUE :La transparence, autre condition de l’investissement privé","Au Forum de l’emploi et de l’entrepreneuriat de SeptAfrique Groupe qui s’est tenu récemment à Dakar, le Directeur général de l’ARCOP a établi un (...)",https://arcop.sn/2026/08/24/ppp-et-fonds-de-placement-a-risque-la-transparence-autre-condition-de-linvestissement-prive/,,,Sénégal,technologie,oui,non,85,2026-08-31T13:09:22.590Z,Startup,Confirmé,Non spécifié,Normale,1,"expert_tech, consultant_digital, developpeur, it_manager, expert_afrique_ouest, consultant_pme, accompagnement_startup"
24c5d847e64c,ARCOP (ex-ARMP) Sénégal,national,NOUVEL ORGANIGRAMME DE L’ARCOP : Une architecture pour porter le Renouveau de la commande publique,"En réorganisant ses structures autour du numérique, de la régulation, de la performance, de la professionnalisation, des partenariats public privé (PPP), des achats publics (...)",https://arcop.sn/2026/08/24/nouvel-organigramme-de-larcop-une-architecture-pour-porter-le-renouveau-de-la-commande-publique/,,,Sénégal,"eau, technologie, gouvernance",oui,non,85,2026-08-31T13:09:22.590Z,Public,Confirmé,Non spécifié,Normale,2,"ingenieur_hydraulique, expert_eau, environnement, expert_tech, consultant_digital, developpeur, it_manager, expert_gouvernance, consultant_public, administrateur, expert_afrique_ouest"
384d204ddf01,Banque Mondiale,international,ULCC/Activité I11.1.1: Mener l'analyse des résultats de l'enquête diagnostique sur la gouvernance et la corruption et evaluer l'ancienne strategie,Haiti,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00421214,"August 30, 2026",,International,"technologie, gouvernance",oui,non,55,2026-08-31T13:09:42.839Z,Tout public,Confirmé,Non spécifié,Normale,1,"expert_tech, consultant_digital, developpeur, it_manager, expert_gouvernance, consultant_public, administrateur"
