id,source,source_type,title,description,url,date_original,date_normalized,country,sectors,has_description,has_date,quality_score,collected_at,target_audience,experience_required,budget_range,urgency,complexity_level,suggested_profiles
3ae6ec5b6c7d,DER Sénégal,national,Notre mission,"Notre missionCréée par décret n° 2017-2123 du 15 novembre 2017, la Délégation générale à l’Entreprenariat Rapide des Femmes et des Jeunes (DER/FJ) a pour mission l’impulsion et la promotion de l’entreprenariat des femmes et des jeunes, à travers notamment : La définition et la mise en œuvre de stratégies de promotion de l’auto-emploi de",https://www.der.sn/la-der-fj/,11 août 2026,2026-08-11,Sénégal,technologie,oui,oui,90,2026-09-01T13:05:16.978Z,Tout public,Confirmé,Non spécifié,Expirée,1,"expert_tech, consultant_digital, developpeur, it_manager, expert_afrique_ouest"
ea4702cff10a,DER Sénégal,national,PAVIE: AVIS À MANIFESTATION D’INTÉRÊT,"Juin 9, 2026 | Appels à manifestation d'intérêt, Flash Infos",https://www.der.sn/pavie-avis-a-manifestation-dinteret/,,,Sénégal,non classifié,oui,non,65,2026-09-01T13:05:16.979Z,Tout public,Confirmé,Non spécifié,Normale,1,expert_afrique_ouest
c9b7735506d2,DER Sénégal,national,PAVIE: APPEL À MANIFESTATION D’INTÉRÊT,"Juin 9, 2026 | Appels à manifestation d'intérêt, Flash Infos",https://www.der.sn/pavie-appel-a-manifestation-dinteret-3/,,,Sénégal,non classifié,oui,non,65,2026-09-01T13:05:16.979Z,Tout public,Confirmé,Non spécifié,Normale,1,expert_afrique_ouest
70b620a15e8e,DER Sénégal,national,PAVIE: APPEL À MANIFESTATION D’INTÉRÊT,"Juin 9, 2026 | À la une, Appels à manifestation d'intérêt",https://www.der.sn/pavie-appel-a-manifestation-dinteret-2/,,,Sénégal,non classifié,oui,non,65,2026-09-01T13:05:16.980Z,Tout public,Confirmé,Non spécifié,Normale,1,expert_afrique_ouest
89c0698e31cd,DER Sénégal,national,PAVIE: APPEL À MANIFESTATION D’INTÉRÊT,"Juin 9, 2026 | Appels à manifestation d'intérêt, Flash Infos",https://www.der.sn/pavie-appel-a-manifestation-dinteret/,,,Sénégal,non classifié,oui,non,65,2026-09-01T13:05:16.980Z,Tout public,Confirmé,Non spécifié,Normale,1,expert_afrique_ouest
16057461ece6,DER Sénégal,national,𝐏𝐀𝐀𝐈𝐂𝐄: 𝐀𝐯𝐢𝐬 𝐝’𝐀𝐩𝐩𝐞𝐥 𝐝’𝐎𝐟𝐟𝐫𝐞𝐬,"Juin 23, 2025 | À la une, Appels à manifestation d'intérêt, Flash Infos",https://www.der.sn/%f0%9d%90%8f%f0%9d%90%80%f0%9d%90%80%f0%9d%90%88%f0%9d%90%82%f0%9d%90%84-%f0%9d%90%80%f0%9d%90%af%f0%9d%90%a2%f0%9d%90%ac-%f0%9d%90%9d%f0%9d%90%80%f0%9d%90%a9%f0%9d%90%a9%f0%9d%90%9e/,,,Sénégal,non classifié,oui,non,65,2026-09-01T13:05:16.980Z,Tout public,Confirmé,Non spécifié,Normale,1,expert_afrique_ouest
aa7d1ad3207f,ARCOP (ex-ARMP) Sénégal,national,SAVE THE DATE : La Guinée sollicite l’expertise du Sénégal dans sa transition vers l’ARCOP,"Une délégation de onze membres de l’Autorité de régulation des marchés publics de Guinée, de la Direction générale du contrôle des marchés, du Conseil (...)",https://www.achatspublics.sn/,,,Sénégal,"technologie, gouvernance, commerce",oui,non,85,2026-09-01T13:05:21.979Z,Public,Expert,Non spécifié,Normale,2,"expert_tech, consultant_digital, developpeur, it_manager, expert_gouvernance, consultant_public, administrateur, expert_commerce, consultant_export, business_dev, expert_afrique_ouest"
63ecce9d7abd,ARCOP (ex-ARMP) Sénégal,national,SAVE THE DATE : La Guinée sollicite l’expertise du Sénégal dans sa transition vers l’ARCOP,"Une délégation de onze membres de l’Autorité de régulation des marchés publics de Guinée, de la Direction générale du contrôle des marchés, du Conseil (...)",https://arcop.sn/2026/08/31/save-the-date-la-guinee-sollicite-lexpertise-du-senegal-dans-sa-transition-vers-larcop/,,,Sénégal,"technologie, gouvernance, commerce",oui,non,85,2026-09-01T13:05:21.980Z,Public,Expert,Non spécifié,Normale,2,"expert_tech, consultant_digital, developpeur, it_manager, expert_gouvernance, consultant_public, administrateur, expert_commerce, consultant_export, business_dev, expert_afrique_ouest"
a221bf7dd6bd,ARCOP (ex-ARMP) Sénégal,national,"PPP ET FONDS DE PLACEMENT A RISQUE :La transparence, autre condition de l’investissement privé","Au Forum de l’emploi et de l’entrepreneuriat de SeptAfrique Groupe qui s’est tenu récemment à Dakar, le Directeur général de l’ARCOP a établi un (...)",https://arcop.sn/2026/08/24/ppp-et-fonds-de-placement-a-risque-la-transparence-autre-condition-de-linvestissement-prive/,,,Sénégal,technologie,oui,non,85,2026-09-01T13:05:21.980Z,Startup,Confirmé,Non spécifié,Normale,1,"expert_tech, consultant_digital, developpeur, it_manager, expert_afrique_ouest, consultant_pme, accompagnement_startup"
24c5d847e64c,ARCOP (ex-ARMP) Sénégal,national,NOUVEL ORGANIGRAMME DE L’ARCOP : Une architecture pour porter le Renouveau de la commande publique,"En réorganisant ses structures autour du numérique, de la régulation, de la performance, de la professionnalisation, des partenariats public privé (PPP), des achats publics (...)",https://arcop.sn/2026/08/24/nouvel-organigramme-de-larcop-une-architecture-pour-porter-le-renouveau-de-la-commande-publique/,,,Sénégal,"eau, technologie, gouvernance",oui,non,85,2026-09-01T13:05:21.980Z,Public,Confirmé,Non spécifié,Normale,2,"ingenieur_hydraulique, expert_eau, environnement, expert_tech, consultant_digital, developpeur, it_manager, expert_gouvernance, consultant_public, administrateur, expert_afrique_ouest"
2cb976e403a6,Banque Mondiale,international,NDIDS OFFICE SCREENS/MONITORS,Samoa,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00448346,"August 31, 2026",,International,technologie,oui,non,55,2026-09-01T13:05:46.506Z,Tout public,Confirmé,Non spécifié,Normale,1,"expert_tech, consultant_digital, developpeur, it_manager"
3814e40658c4,Banque Mondiale,international,NDIDS OFFICE SERVER,Samoa,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00448347,"August 31, 2026",,International,non classifié,oui,non,35,2026-09-01T13:05:46.506Z,Tout public,Confirmé,Non spécifié,Normale,1,
9fc986819c3c,Banque Mondiale,international,"Consultancy Services for Procurement of Software Development, Update, and Maintenance Support Services for the Infectious Disease Surveillance and Early Warning System (İzci) Web and Mobile Applicatio",Turkiye,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00460434,"August 31, 2026",,International,technologie,oui,non,55,2026-09-01T13:05:46.506Z,PME,Confirmé,Non spécifié,Normale,1,"expert_tech, consultant_digital, developpeur, it_manager, consultant_pme, accompagnement_startup"
e88c8c93a0cb,Banque Mondiale,international,"RH 2 - Empresa de consultoria para realização de diagnóstico arquivístico, dimensionamento da massa documental, elaboração da estratégia tecnológica e apoio técnico à futura contratação de serviços de",Brazil,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00461095,"August 31, 2026",,International,non classifié,oui,non,45,2026-09-01T13:05:46.507Z,Tout public,Confirmé,Non spécifié,Normale,1,
597b7ec9effa,Banque Mondiale,international,Design and Supervision of the NPHRL Building,Guyana,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00461136,"August 31, 2026",,International,non classifié,oui,non,45,2026-09-01T13:05:46.507Z,Tout public,Confirmé,Non spécifié,Normale,1,
ab73ad346e90,Banque Mondiale,international,"Diseño y Rehabilitación de la Planta de Tratamiento de Nacaome, PTAP Nacaome.",Honduras,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00461433,"August 31, 2026",,International,technologie,oui,non,55,2026-09-01T13:05:46.508Z,Tout public,Confirmé,Non spécifié,Normale,1,"expert_tech, consultant_digital, developpeur, it_manager"
3b9163b73602,Banque Mondiale,international,Contratação de uma empresa para construir a estrategia e planos de comunicação,Angola,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00462683,"August 31, 2026",,International,non classifié,oui,non,45,2026-09-01T13:05:46.508Z,Tout public,Confirmé,Non spécifié,Normale,1,
6729fb06c2fd,Banque Mondiale,international,RAF - Recrutement d'un Responsable Administratif et financier du Projet de Corridor Economique Douala - Bangui,Central Africa,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465184,"August 31, 2026",,Afrique,non classifié,oui,non,55,2026-09-01T13:05:46.509Z,Tout public,Confirmé,Non spécifié,Normale,1,expert_afrique_ouest
2de82f0aa1c8,Banque Mondiale,international,SPM - Recrutement d'un Expert en Passation des Marchés chargé de la mise en oeuvre des activités du Projet de Corridor Economique Bangui - Douala.,Central Africa,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465189,"August 31, 2026",,Afrique,"technologie, commerce",oui,non,65,2026-09-01T13:05:46.509Z,Tout public,Expert,Non spécifié,Normale,1,"expert_tech, consultant_digital, developpeur, it_manager, expert_commerce, consultant_export, business_dev, expert_afrique_ouest"
931bbbe1604e,Banque Mondiale,international,Études et contrôle techniques du programme d’investissements d’urgences du chemin de fer de l’axe Abidjan Ouagadougou,Burkina Faso,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465584,"August 31, 2026",,Côte d'Ivoire,technologie,oui,non,65,2026-09-01T13:05:46.509Z,Tout public,Confirmé,Non spécifié,Normale,1,"expert_tech, consultant_digital, developpeur, it_manager"
87d653cbcac7,Banque Mondiale,international,Printing the FQS training tools and manual for distribution (DEQA) and SBG Manual (DoF),Lao People's Democratic Republic,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465829,"August 31, 2026",,International,gouvernance,oui,non,55,2026-09-01T13:05:46.510Z,Public,Confirmé,Non spécifié,Normale,1,"expert_gouvernance, consultant_public, administrateur"
a53a4447db4e,Banque Mondiale,international,NDIDS OFFICE LAPTOP COMPUTERS,Samoa,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465830,"August 31, 2026",,International,non classifié,oui,non,45,2026-09-01T13:05:46.510Z,Tout public,Confirmé,Non spécifié,Normale,1,
